geracao;tempo_geracao_s;tempo_callback_s;valor_acumulado_melhor_geracao;peso_acumulado_melhor_geracao;quantidade_itens_melhor_geracao;fitness_medio_populacao;fitness_pior_populacao;melhor_valor_global_ate_agora;peso_melhor_global_ate_agora;quantidade_itens_melhor_global_ate_agora;geracao_melhor_global;houve_melhoria_global
954;0.025744;0.000114;49764;42204;756;48668.45;47384.0;49764;42204;756;807;False
955;0.025396;0.0001;49764;42204;756;48628.83;47568.0;49764;42204;756;807;False
956;0.025296;0.000103;49764;42204;756;48811.53;47768.0;49764;42204;756;807;False
957;0.025842;0.000102;49764;42204;756;48913.76;47790.0;49764;42204;756;807;False
958;0.025991;0.0001;49764;42204;756;49050.07;47392.0;49764;42204;756;807;False
959;0.027014;0.000109;49764;42204;756;49121.65;48187.0;49764;42204;756;807;False
960;0.028359;0.000114;49764;42204;756;49078.96;47824.0;49764;42204;756;807;False
961;0.028378;0.000109;49764;42204;756;49050.55;47796.0;49764;42204;756;807;False
962;0.027014;0.000105;49764;42204;756;49200.57;48040.0;49764;42204;756;807;False
963;0.026938;0.000103;49764;42204;756;49207.04;47512.0;49764;42204;756;807;False
964;0.027186;0.00012;49764;42204;756;49140.74;47562.0;49764;42204;756;807;False
965;0.028641;0.000141;49771;42201;757;49117.15;48083.0;49771;42201;757;965;True
966;0.02991;0.000107;49771;42201;757;49133.42;47956.0;49771;42201;757;965;False
967;0.027369;0.000108;49771;42201;757;49275.28;48015.0;49771;42201;757;965;False
968;0.028342;0.000112;49771;42201;757;49245.58;48221.0;49771;42201;757;965;False
969;0.026848;0.000104;49771;42201;757;49220.07;48168.0;49771;42201;757;965;False
970;0.026376;0.000104;49771;42201;757;49104.53;47533.0;49771;42201;757;965;False
971;0.031045;0.000197;49771;42201;757;49167.24;48037.0;49771;42201;757;965;False
972;0.037014;0.000114;49771;42201;757;49302.31;48271.0;49771;42201;757;965;False
973;0.029001;0.000104;49771;42201;757;49354.9;48320.0;49771;42201;757;965;False
974;0.028287;0.000108;49771;42201;757;49272.59;48481.0;49771;42201;757;965;False
975;0.028614;0.000111;49771;42201;757;49335.8;48382.0;49771;42201;757;965;False
976;0.028026;0.000109;49771;42201;757;49261.24;48121.0;49771;42201;757;965;False
977;0.027994;0.00011;49771;42201;757;49178.97;48210.0;49771;42201;757;965;False
978;0.030549;0.000114;49771;42201;757;49086.87;48057.0;49771;42201;757;965;False
979;0.030976;0.00012;49771;42201;757;49186.82;48271.0;49771;42201;757;965;False
980;0.028823;0.000105;49771;42201;757;49219.16;48267.0;49771;42201;757;965;False
981;0.032621;0.000117;49771;42201;757;49186.12;47959.0;49771;42201;757;965;False
982;0.031259;0.000116;49771;42201;757;49157.03;48070.0;49771;42201;757;965;False
983;0.029383;0.000162;49771;42201;757;49123.68;48073.0;49771;42201;757;965;False
984;0.030562;0.000116;49771;42201;757;49080.68;48045.0;49771;42201;757;965;False
985;0.029983;0.000121;49771;42201;757;49093.48;47851.0;49771;42201;757;965;False
986;0.027805;0.000102;49771;42201;757;49009.04;47999.0;49771;42201;757;965;False
987;0.026938;9.9e-05;49771;42201;757;49069.67;47939.0;49771;42201;757;965;False
988;0.028123;0.000109;49771;42201;757;49157.64;47970.0;49771;42201;757;965;False
989;0.026329;0.0001;49771;42201;757;49072.39;47800.0;49771;42201;757;965;False
990;0.026231;0.000103;49771;42201;757;49049.33;47753.0;49771;42201;757;965;False
991;0.025803;0.00015;49771;42201;757;49118.31;48259.0;49771;42201;757;965;False
992;0.0258;0.000104;49771;42201;757;49020.63;48098.0;49771;42201;757;965;False
993;0.0264;0.000124;49771;42201;757;49037.34;48067.0;49771;42201;757;965;False
994;0.025349;0.000116;49771;42201;757;49046.96;47687.0;49771;42201;757;965;False
995;0.026705;0.000128;49771;42201;757;49060.55;48049.0;49771;42201;757;965;False
996;0.027957;0.000117;49771;42201;757;48985.52;47598.0;49771;42201;757;965;False
997;0.029067;0.000106;49771;42201;757;48974.58;48098.0;49771;42201;757;965;False
998;0.027688;0.000106;49771;42201;757;48925.11;47862.0;49771;42201;757;965;False
999;0.027387;0.00011;49771;42201;757;49041.87;47945.0;49771;42201;757;965;False
1000;0.02656;0.000658;49771;42201;757;49051.56;47630.0;49771;42201;757;965;False
